sb_n,edl_used,outer_f,gesture,recall
1,2,1,1,0.3040540540540541
1,2,1,2,0.26666666666666666
1,2,1,3,0.8692810457516341
1,2,1,4,0.8951048951048951
1,2,1,5,0.7421875
1,2,1,6,0.6231884057971014
1,2,1,7,0.6375838926174496
1,2,1,8,0.8395061728395061
1,2,1,9,0.016528925619834708
1,2,1,10,0.05
1,2,1,11,0.8648648648648649
1,2,1,12,0.9915966386554622
2,2,1,1,0.19298245614035087
2,2,1,2,0.4761904761904762
2,2,1,3,0.6358974358974359
2,2,1,4,0.8176795580110497
2,2,1,5,0.542713567839196
2,2,1,6,0.8674698795180723
2,2,1,7,0.7782608695652173
2,2,1,8,0.7377049180327869
2,2,1,9,0.37209302325581395
2,2,1,10,0.901840490797546
2,2,1,11,0.6374269005847953
2,2,1,12,0.7222222222222222
3,2,1,1,0.7721518987341772
3,2,1,2,0.6180555555555556
3,2,1,3,0.6127450980392157
3,2,1,4,0.9173553719008264
3,2,1,5,0.8770491803278688
3,2,1,6,1.0
3,2,1,7,0.9527027027027029
3,2,1,8,0.9207920792079208
3,2,1,9,0.9448818897637796
3,2,1,10,0.2033898305084746
3,2,1,11,0.9595959595959596
3,2,1,12,0.5586206896551724
4,2,1,1,0.425
4,2,1,2,0.7676056338028169
4,2,1,3,0.7588235294117647
4,2,1,4,0.9595959595959596
4,2,1,5,0.796875
4,2,1,6,0.5789473684210527
4,2,1,7,0.6020942408376964
4,2,1,8,0.7317073170731707
4,2,1,9,0.7590361445783133
4,2,1,10,0.8469387755102041
4,2,1,11,0.6442953020134228
4,2,1,12,0.7179487179487181
5,2,1,1,0.0
5,2,1,2,0.9842519685039368
5,2,1,3,0.07547169811320754
5,2,1,4,1.0
5,2,1,5,0.7218045112781954
5,2,1,6,0.8970588235294118
5,2,1,7,0.4379084967320261
5,2,1,8,0.7092198581560284
5,2,1,9,0.26956521739130435
5,2,1,10,0.035398230088495575
5,2,1,11,1.0
5,2,1,12,0.5206611570247934
6,2,1,1,0.5294117647058824
6,2,1,2,0.4129032258064516
6,2,1,3,0.24545454545454545
6,2,1,4,0.6896551724137931
6,2,1,5,0.6739130434782609
6,2,1,6,0.2613065326633166
6,2,1,7,0.4805194805194805
6,2,1,8,0.6086956521739131
6,2,1,9,0.08496732026143791
6,2,1,10,0.3870967741935484
6,2,1,11,0.16111111111111112
6,2,1,12,0.7204968944099379
7,2,1,1,0.4463276836158192
7,2,1,2,0.8376068376068376
7,2,1,3,0.7261146496815286
7,2,1,4,0.8345864661654135
7,2,1,5,0.6923076923076923
7,2,1,6,0.5660377358490566
7,2,1,7,0.6730769230769231
7,2,1,8,0.7753623188405797
7,2,1,9,0.27710843373493976
7,2,1,10,0.25
7,2,1,11,0.04861111111111111
7,2,1,12,0.7196969696969697
8,2,1,1,0.8196078431372549
8,2,1,2,0.7333333333333333
8,2,1,3,0.902439024390244
8,2,1,4,0.0
8,2,1,5,0.9818181818181818
8,2,1,6,0.6463414634146342
8,2,1,7,0.8053097345132744
8,2,1,8,0.7945205479452054
8,2,1,9,0.1164021164021164
8,2,1,10,1.0
8,2,1,11,0.9186046511627908
8,2,1,12,0.16666666666666666
9,2,1,1,0.5970149253731343
9,2,1,2,0.456140350877193
9,2,1,3,1.0
9,2,1,4,0.7179487179487181
9,2,1,5,0.9454545454545454
9,2,1,6,0.7835820895522388
9,2,1,7,0.9333333333333332
9,2,1,8,0.5815602836879432
9,2,1,9,0.1038961038961039
9,2,1,10,1.0
9,2,1,11,0.11363636363636365
9,2,1,12,0.6835443037974683
10,2,1,1,0.7380952380952381
10,2,1,2,1.0
10,2,1,3,0.6972972972972973
10,2,1,4,0.7068965517241379
10,2,1,5,0.4565217391304348
10,2,1,6,0.7305389221556886
10,2,1,7,0.8785046728971962
10,2,1,8,0.8855421686746988
10,2,1,9,0.4074074074074074
10,2,1,10,0.4901960784313725
10,2,1,11,0.0
10,2,1,12,0.3577981651376147
1,2,2,1,0.3759398496240601
1,2,2,2,1.0
1,2,2,3,0.851063829787234
1,2,2,4,1.0
1,2,2,5,0.7542372881355932
1,2,2,6,0.29457364341085274
1,2,2,7,0.3167701863354037
1,2,2,8,0.7179487179487181
1,2,2,9,0.8319327731092437
1,2,2,10,0.5617977528089888
1,2,2,11,0.9444444444444444
1,2,2,12,1.0
2,2,2,1,0.6870229007633588
2,2,2,2,0.4311377245508982
2,2,2,3,0.917098445595855
2,2,2,4,0.7740384615384616
2,2,2,5,0.6214689265536724
2,2,2,6,0.6162162162162163
2,2,2,7,0.6479591836734694
2,2,2,8,0.75
2,2,2,9,0.4789915966386555
2,2,2,10,0.8837209302325582
2,2,2,11,0.8620689655172413
2,2,2,12,0.7866666666666666
3,2,2,1,0.8907563025210085
3,2,2,2,0.9649122807017544
3,2,2,3,0.4696132596685083
3,2,2,4,0.8740157480314961
3,2,2,5,0.6848484848484848
3,2,2,6,0.6559999999999999
3,2,2,7,0.9302325581395348
3,2,2,8,0.8829787234042553
3,2,2,9,0.89
3,2,2,10,0.6
3,2,2,11,1.0
3,2,2,12,0.9693877551020408
4,2,2,1,0.8669950738916257
4,2,2,2,0.5972222222222222
4,2,2,3,0.6566265060240963
4,2,2,4,0.7983870967741935
4,2,2,5,0.9514563106796116
4,2,2,6,0.7530864197530864
4,2,2,7,0.6627218934911243
4,2,2,8,0.75
4,2,2,9,0.98125
4,2,2,10,0.10434782608695653
4,2,2,11,0.21212121212121213
4,2,2,12,0.9932885906040269
5,2,2,1,0.0
5,2,2,2,0.7613636363636364
5,2,2,3,0.012658227848101266
5,2,2,4,0.8947368421052632
5,2,2,5,0.6857142857142857
5,2,2,6,0.951048951048951
5,2,2,7,0.5034965034965035
5,2,2,8,0.8675496688741722
5,2,2,9,0.6991869918699187
5,2,2,10,0.9482758620689656
5,2,2,11,0.9243697478991596
5,2,2,12,0.9098360655737704
6,2,2,1,0.5545454545454546
6,2,2,2,0.5255474452554745
6,2,2,3,0.7472527472527473
6,2,2,4,0.5914634146341463
6,2,2,5,0.6190476190476191
6,2,2,6,0.285
6,2,2,7,0.6161137440758294
6,2,2,8,0.5
6,2,2,9,0.1862745098039216
6,2,2,10,0.9693251533742332
6,2,2,11,0.5514705882352942
6,2,2,12,0.4618834080717489
7,2,2,1,0.8933333333333333
7,2,2,2,0.5319148936170213
7,2,2,3,0.6686746987951807
7,2,2,4,0.7575757575757576
7,2,2,5,0.9923076923076924
7,2,2,6,0.9212121212121211
7,2,2,7,0.931372549019608
7,2,2,8,0.8968253968253969
7,2,2,9,0.39669421487603307
7,2,2,10,0.8725868725868726
7,2,2,11,0.234375
7,2,2,12,0.8905109489051095
8,2,2,1,0.6377358490566037
8,2,2,2,0.7204301075268817
8,2,2,3,1.0
8,2,2,4,0.8611111111111112
8,2,2,5,1.0
8,2,2,6,0.5033557046979866
8,2,2,7,0.7622950819672131
8,2,2,8,0.8285714285714286
8,2,2,9,0.7272727272727273
8,2,2,10,0.9894179894179894
8,2,2,11,0.6125
8,2,2,12,0.7040000000000001
9,2,2,1,0.965174129353234
9,2,2,2,0.413953488372093
9,2,2,3,1.0
9,2,2,4,0.8627450980392157
9,2,2,5,1.0
9,2,2,6,0.8527607361963192
9,2,2,7,0.7771739130434783
9,2,2,8,0.8481012658227848
9,2,2,9,0.8823529411764706
9,2,2,10,0.8699551569506726
9,2,2,11,0.1981981981981982
9,2,2,12,0.10638297872340426
10,2,2,1,0.8009708737864077
10,2,2,2,0.8609271523178808
10,2,2,3,0.6696035242290749
10,2,2,4,0.6666666666666666
10,2,2,5,0.9722222222222222
10,2,2,6,0.6644736842105263
10,2,2,7,0.7019230769230769
10,2,2,8,0.6233766233766234
10,2,2,9,0.3
10,2,2,10,0.5202492211838006
10,2,2,11,0.7040816326530612
10,2,2,12,0.5445544554455446
1,2,3,1,0.9172413793103448
1,2,3,2,0.5581395348837209
1,2,3,3,0.9097222222222222
1,2,3,4,1.0
1,2,3,5,0.8091603053435115
1,2,3,6,0.3178807947019868
1,2,3,7,0.7894736842105263
1,2,3,8,0.8263473053892215
1,2,3,9,0.9391304347826088
1,2,3,10,0.7125
1,2,3,11,0.8346456692913385
1,2,3,12,0.9541984732824428
2,2,3,1,0.6488095238095238
2,2,3,2,0.43373493975903615
2,2,3,3,0.6071428571428571
2,2,3,4,0.937888198757764
2,2,3,5,0.6687116564417178
2,2,3,6,0.9078947368421052
2,2,3,7,0.67
2,2,3,8,0.6333333333333333
2,2,3,9,0.31343283582089554
2,2,3,10,0.7322834645669292
2,2,3,11,0.8165137614678899
2,2,3,12,0.95
3,2,3,1,0.819672131147541
3,2,3,2,0.7479674796747967
3,2,3,3,0.6096256684491979
3,2,3,4,0.8823529411764706
3,2,3,5,0.7066666666666667
3,2,3,6,0.9690721649484536
3,2,3,7,0.8598130841121495
3,2,3,8,0.875
3,2,3,9,0.8333333333333334
3,2,3,10,1.0
3,2,3,11,0.9871794871794872
3,2,3,12,0.98
4,2,3,1,0.958490566037736
4,2,3,2,0.8487394957983193
4,2,3,3,0.8486842105263158
4,2,3,4,0.816
4,2,3,5,0.75
4,2,3,6,0.7714285714285715
4,2,3,7,0.589041095890411
4,2,3,8,0.92
4,2,3,9,0.8375
4,2,3,10,0.4552238805970149
4,2,3,11,0.5241379310344828
4,2,3,12,0.7328767123287672
5,2,3,1,0.5340909090909091
5,2,3,2,0.9072164948453608
5,2,3,3,0.7350746268656716
5,2,3,4,0.9181818181818182
5,2,3,5,0.2740740740740741
5,2,3,6,0.9107142857142856
5,2,3,7,0.6338028169014085
5,2,3,8,0.8450704225352113
5,2,3,9,0.8114754098360656
5,2,3,10,0.9824561403508772
5,2,3,11,1.0
5,2,3,12,0.9482758620689656
6,2,3,1,0.6071428571428571
6,2,3,2,0.41216216216216217
6,2,3,3,0.6287128712871287
6,2,3,4,0.5036496350364964
6,2,3,5,0.5125
6,2,3,6,0.3988439306358382
6,2,3,7,0.6176470588235294
6,2,3,8,0.6585365853658537
6,2,3,9,0.6727272727272727
6,2,3,10,0.9875776397515528
6,2,3,11,0.5581395348837209
6,2,3,12,0.9090909090909092
7,2,3,1,1.0
7,2,3,2,0.8135593220338984
7,2,3,3,0.8156028368794326
7,2,3,4,0.8297872340425532
7,2,3,5,1.0
7,2,3,6,0.8181818181818182
7,2,3,7,1.0
7,2,3,8,0.8732394366197183
7,2,3,9,0.5277777777777778
7,2,3,10,1.0
7,2,3,11,0.4491525423728814
7,2,3,12,0.8389830508474576
8,2,3,1,0.9924812030075189
8,2,3,2,0.664
8,2,3,3,0.9824561403508772
8,2,3,4,0.7916666666666666
8,2,3,5,0.7083333333333334
8,2,3,6,0.6875
8,2,3,7,0.929936305732484
8,2,3,8,0.8778625954198473
8,2,3,9,0.4651162790697674
8,2,3,10,0.9484978540772532
8,2,3,11,0.4230769230769231
8,2,3,12,0.9915966386554622
9,2,3,1,0.5885167464114832
9,2,3,2,0.4215686274509804
9,2,3,3,1.0
9,2,3,4,0.6354166666666666
9,2,3,5,0.8141592920353983
9,2,3,6,0.8918918918918919
9,2,3,7,0.8240740740740741
9,2,3,8,0.9495798319327732
9,2,3,9,0.9494949494949496
9,2,3,10,1.0
9,2,3,11,0.34
9,2,3,12,0.9069767441860463
10,2,3,1,0.8418803418803419
10,2,3,2,0.7109826589595376
10,2,3,3,0.9523809523809524
10,2,3,4,0.9055555555555556
10,2,3,5,0.5031055900621118
10,2,3,6,0.4437086092715232
10,2,3,7,0.7867298578199052
10,2,3,8,0.8796296296296297
10,2,3,9,0.5539568345323741
10,2,3,10,0.965034965034965
10,2,3,11,0.7009345794392523
10,2,3,12,0.4566929133858268
1,2,4,1,0.42105263157894735
1,2,4,2,0.2536231884057971
1,2,4,3,0.6527777777777778
1,2,4,4,0.9594594594594594
1,2,4,5,0.7244094488188977
1,2,4,6,0.4413793103448276
1,2,4,7,0.7449664429530202
1,2,4,8,0.968503937007874
1,2,4,9,0.5686274509803921
1,2,4,10,0.7289719626168224
1,2,4,11,0.5271317829457365
1,2,4,12,0.8217821782178217
2,2,4,1,0.7073170731707317
2,2,4,2,0.3579545454545455
2,2,4,3,0.7164948453608248
2,2,4,4,0.6609195402298851
2,2,4,5,0.5730994152046783
2,2,4,6,0.5476190476190477
2,2,4,7,0.8073394495412844
2,2,4,8,0.7625
2,2,4,9,0.5365853658536586
2,2,4,10,0.8853503184713376
2,2,4,11,0.6115702479338843
2,2,4,12,1.0
3,2,4,1,0.5967741935483871
3,2,4,2,0.8636363636363636
3,2,4,3,0.7378640776699029
3,2,4,4,0.7985611510791367
3,2,4,5,0.7758620689655172
3,2,4,6,0.6434108527131783
3,2,4,7,1.0
3,2,4,8,0.8854166666666666
3,2,4,9,1.0
3,2,4,10,0.6290322580645161
3,2,4,11,0.8484848484848485
3,2,4,12,1.0
4,2,4,1,0.9204545454545454
4,2,4,2,0.6164383561643836
4,2,4,3,0.5348837209302325
4,2,4,4,0.918032786885246
4,2,4,5,0.7299270072992701
4,2,4,6,0.6690140845070423
4,2,4,7,0.8896103896103896
4,2,4,8,0.8405797101449275
4,2,4,9,1.0
4,2,4,10,0.5813953488372093
4,2,4,11,0.3492063492063492
4,2,4,12,0.8223684210526315
5,2,4,1,0.4901960784313725
5,2,4,2,0.8965517241379308
5,2,4,3,0.6075471698113207
5,2,4,4,0.8952380952380953
5,2,4,5,0.6269841269841271
5,2,4,6,0.9924242424242424
5,2,4,7,0.6688311688311688
5,2,4,8,0.9007092198581559
5,2,4,9,0.8514851485148515
5,2,4,10,0.927710843373494
5,2,4,11,1.0
5,2,4,12,0.9008264462809916
6,2,4,1,0.6
6,2,4,2,0.5074626865671642
6,2,4,3,0.40718562874251496
6,2,4,4,0.5538461538461539
6,2,4,5,0.5023474178403756
6,2,4,6,0.7410071942446043
6,2,4,7,0.8217821782178217
6,2,4,8,0.6058394160583942
6,2,4,9,0.049586776859504134
6,2,4,10,0.9621621621621622
6,2,4,11,1.0
6,2,4,12,0.6556291390728477
7,2,4,1,1.0
7,2,4,2,0.8655462184873951
7,2,4,3,0.7346938775510204
7,2,4,4,0.8846153846153846
7,2,4,5,0.7861271676300579
7,2,4,6,0.4632352941176471
7,2,4,7,0.9540229885057472
7,2,4,8,0.86
7,2,4,9,0.11560693641618495
7,2,4,10,0.9239130434782608
7,2,4,11,0.6166666666666667
7,2,4,12,1.0
8,2,4,1,0.9473684210526316
8,2,4,2,0.8468468468468469
8,2,4,3,0.7610619469026548
8,2,4,4,0.9620253164556962
8,2,4,5,0.7803030303030303
8,2,4,6,0.7142857142857143
8,2,4,7,0.8311688311688312
8,2,4,8,0.7518248175182481
8,2,4,9,0.4811320754716981
8,2,4,10,1.0
8,2,4,11,0.4929577464788733
8,2,4,12,0.9561403508771932
9,2,4,1,0.7421875
9,2,4,2,0.8190476190476189
9,2,4,3,0.8781725888324873
9,2,4,4,0.9629629629629628
9,2,4,5,0.8987341772151899
9,2,4,6,0.7407407407407407
9,2,4,7,0.9270072992700732
9,2,4,8,0.8987341772151899
9,2,4,9,0.55
9,2,4,10,1.0
9,2,4,11,0.7333333333333333
9,2,4,12,1.0
10,2,4,1,0.8472222222222222
10,2,4,2,0.6666666666666666
10,2,4,3,0.8217391304347826
10,2,4,4,0.825136612021858
10,2,4,5,0.5024630541871922
10,2,4,6,0.4882352941176471
10,2,4,7,0.8058252427184466
10,2,4,8,0.8278145695364238
10,2,4,9,0.9716981132075472
10,2,4,10,0.7894736842105263
10,2,4,11,0.4107142857142857
10,2,4,12,0.5034965034965035
1,2,5,1,0.7278106508875741
1,2,5,2,0.8080808080808081
1,2,5,3,0.8702290076335878
1,2,5,4,0.9090909090909092
1,2,5,5,0.8208955223880597
1,2,5,6,0.13533834586466165
1,2,5,7,0.8368794326241135
1,2,5,8,0.85
1,2,5,9,0.4065934065934066
1,2,5,10,0.9191919191919192
1,2,5,11,0.5419847328244275
1,2,5,12,0.3945578231292517
2,2,5,1,0.6338028169014085
2,2,5,2,0.8695652173913043
2,2,5,3,0.8974358974358975
2,2,5,4,0.4407894736842105
2,2,5,5,0.9393939393939394
2,2,5,6,0.6127167630057804
2,2,5,7,0.6157635467980296
2,2,5,8,0.8260869565217391
2,2,5,9,0.7083333333333334
2,2,5,10,0.9807692307692308
2,2,5,11,0.6585365853658537
2,2,5,12,0.9523809523809524
3,2,5,1,0.8384615384615385
3,2,5,2,0.9
3,2,5,3,0.59375
3,2,5,4,0.9532710280373832
3,2,5,5,0.816793893129771
3,2,5,6,0.5734265734265734
3,2,5,7,0.6548672566371682
3,2,5,8,1.0
3,2,5,9,0.71875
3,2,5,10,1.0
3,2,5,11,0.9639639639639641
3,2,5,12,0.8965517241379308
4,2,5,1,0.930635838150289
4,2,5,2,0.7207792207792207
4,2,5,3,0.71875
4,2,5,4,0.7816901408450704
4,2,5,5,0.6912751677852349
4,2,5,6,0.22302158273381287
4,2,5,7,0.9788732394366196
4,2,5,8,0.7826086956521741
4,2,5,9,0.9668874172185432
4,2,5,10,0.5944055944055944
4,2,5,11,0.5384615384615384
4,2,5,12,0.6566265060240963
5,2,5,1,0.4166666666666667
5,2,5,2,0.9252336448598132
5,2,5,3,0.5279187817258884
5,2,5,4,0.8901098901098901
5,2,5,5,0.5944055944055944
5,2,5,6,0.9594594594594594
5,2,5,7,0.8947368421052632
5,2,5,8,0.7179487179487181
5,2,5,9,0.4105263157894737
5,2,5,10,0.9876543209876544
5,2,5,11,1.0
5,2,5,12,1.0
6,2,5,1,0.9113300492610836
6,2,5,2,0.5466666666666666
6,2,5,3,0.6190476190476191
6,2,5,4,0.5702479338842975
6,2,5,5,0.7133333333333334
6,2,5,6,0.3073170731707317
6,2,5,7,0.8054298642533937
6,2,5,8,0.610062893081761
6,2,5,9,0.42424242424242425
6,2,5,10,1.0
6,2,5,11,0.5963302752293578
6,2,5,12,0.7011494252873564
7,2,5,1,1.0
7,2,5,2,0.8773584905660378
7,2,5,3,0.8521739130434782
7,2,5,4,0.9206349206349206
7,2,5,5,0.7045454545454546
7,2,5,6,0.6978417266187049
7,2,5,7,1.0
7,2,5,8,0.7763157894736842
7,2,5,9,0.4031007751937984
7,2,5,10,0.6504854368932039
7,2,5,11,0.3474576271186441
7,2,5,12,0.8384615384615385
8,2,5,1,0.8909090909090909
8,2,5,2,0.3414634146341464
8,2,5,3,0.832258064516129
8,2,5,4,0.9238095238095241
8,2,5,5,0.6083916083916084
8,2,5,6,0.7894736842105263
8,2,5,7,0.5414364640883977
8,2,5,8,1.0
8,2,5,9,0.11627906976744184
8,2,5,10,0.9517241379310344
8,2,5,11,0.569620253164557
8,2,5,12,1.0
9,2,5,1,0.7047619047619048
9,2,5,2,0.9655172413793104
9,2,5,3,0.951219512195122
9,2,5,4,0.9111111111111112
9,2,5,5,0.8241758241758241
9,2,5,6,0.5549132947976878
9,2,5,7,0.9761904761904762
9,2,5,8,0.6542553191489362
9,2,5,9,0.3333333333333333
9,2,5,10,1.0
9,2,5,11,0.8596491228070176
9,2,5,12,1.0
10,2,5,1,0.696969696969697
10,2,5,2,0.7810650887573964
10,2,5,3,0.9307359307359307
10,2,5,4,0.7153846153846154
10,2,5,5,0.4827586206896552
10,2,5,6,0.5161290322580645
10,2,5,7,0.9518072289156626
10,2,5,8,0.8531468531468531
10,2,5,9,0.8058252427184466
10,2,5,10,0.4354838709677419
10,2,5,11,0.6734693877551021
10,2,5,12,0.9345794392523364
1,2,6,1,0.4385026737967914
1,2,6,2,0.7090909090909091
1,2,6,3,0.8952380952380953
1,2,6,4,0.9917355371900828
1,2,6,5,0.7142857142857143
1,2,6,6,0.4621212121212121
1,2,6,7,0.7310924369747899
1,2,6,8,0.9655172413793104
1,2,6,9,0.7345132743362832
1,2,6,10,0.9431818181818182
1,2,6,11,0.7131147540983607
1,2,6,12,0.8532110091743119
2,2,6,1,0.7098765432098766
2,2,6,2,0.43842364532019706
2,2,6,3,0.9116022099447514
2,2,6,4,0.6369426751592356
2,2,6,5,0.4972677595628415
2,2,6,6,0.8395061728395061
2,2,6,7,0.7916666666666666
2,2,6,8,0.8514285714285714
2,2,6,9,0.8959999999999999
2,2,6,10,0.9915966386554622
2,2,6,11,0.8347107438016529
2,2,6,12,1.0
3,2,6,1,0.7657142857142857
3,2,6,2,0.9708737864077672
3,2,6,3,0.7461538461538462
3,2,6,4,0.8346456692913385
3,2,6,5,0.6506849315068494
3,2,6,6,0.6694214876033058
3,2,6,7,0.8712121212121212
3,2,6,8,0.8461538461538461
3,2,6,9,0.9117647058823528
3,2,6,10,0.925
3,2,6,11,0.5688888888888889
3,2,6,12,0.9607843137254902
4,2,6,1,0.5053191489361702
4,2,6,2,0.5245901639344263
4,2,6,3,0.8333333333333334
4,2,6,4,0.7424242424242424
4,2,6,5,0.674074074074074
4,2,6,6,0.8222222222222222
4,2,6,7,1.0
4,2,6,8,0.931297709923664
4,2,6,9,0.4774193548387097
4,2,6,10,0.8278388278388278
4,2,6,11,0.3046875
4,2,6,12,0.8148148148148148
5,2,6,1,0.9147286821705426
5,2,6,2,0.9572649572649572
5,2,6,3,0.725
5,2,6,4,0.8467741935483871
5,2,6,5,0.7153284671532847
5,2,6,6,0.9022556390977444
5,2,6,7,0.6992481203007519
5,2,6,8,0.7142857142857143
5,2,6,9,0.9479166666666666
5,2,6,10,0.75
5,2,6,11,0.9919354838709676
5,2,6,12,1.0
6,2,6,1,0.7703349282296651
6,2,6,2,0.4820143884892086
6,2,6,3,0.6706586826347305
6,2,6,4,0.4647887323943662
6,2,6,5,0.6026200873362445
6,2,6,6,0.7149532710280374
6,2,6,7,0.8775510204081632
6,2,6,8,0.5804597701149425
6,2,6,9,0.03773584905660377
6,2,6,10,0.9858156028368794
6,2,6,11,0.8474576271186439
6,2,6,12,0.7094594594594594
7,2,6,1,0.8994708994708994
7,2,6,2,0.9224137931034484
7,2,6,3,0.7465753424657534
7,2,6,4,0.991304347826087
7,2,6,5,0.6643835616438356
7,2,6,6,0.6850393700787402
7,2,6,7,0.9640287769784172
7,2,6,8,0.8672566371681416
7,2,6,9,0.6030534351145038
7,2,6,10,0.8392857142857143
7,2,6,11,0.5569620253164557
7,2,6,12,0.8967741935483872
8,2,6,1,0.8960396039603961
8,2,6,2,0.6548672566371682
8,2,6,3,0.9579831932773109
8,2,6,4,0.9318181818181818
8,2,6,5,0.6544117647058824
8,2,6,6,0.7254901960784313
8,2,6,7,0.7488151658767772
8,2,6,8,0.6441717791411042
8,2,6,9,0.5238095238095238
8,2,6,10,1.0
8,2,6,11,0.8354430379746836
8,2,6,12,0.8914728682170543
9,2,6,1,0.4977168949771689
9,2,6,2,0.6702127659574468
9,2,6,3,1.0
9,2,6,4,0.8529411764705882
9,2,6,5,0.8484848484848485
9,2,6,6,0.8682170542635659
9,2,6,7,0.5955882352941176
9,2,6,8,0.9240506329113924
9,2,6,9,0.1836734693877551
9,2,6,10,1.0
9,2,6,11,0.9669421487603306
9,2,6,12,1.0
10,2,6,1,0.3313953488372093
10,2,6,2,0.8849557522123894
10,2,6,3,0.9408602150537635
10,2,6,4,0.6568047337278107
10,2,6,5,0.5044642857142857
10,2,6,6,0.7162162162162162
10,2,6,7,0.6974789915966386
10,2,6,8,0.8111888111888111
10,2,6,9,0.8869565217391304
10,2,6,10,0.19047619047619047
10,2,6,11,0.42105263157894735
10,2,6,12,0.7222222222222222
